group	y
1	6.23686894568237e-16
1	0.0640943741337337
1	0.127985665344835
1	0.191471846198318
1	0.254352994278334
1	0.316432329841279
1	0.377517235735963
1	0.437420253837351
1	0.495960052374232
1	0.552962358696918
1	0.608260852228122
1	0.661698012566926
1	0.713125917971333
1	0.762406989727577
1	0.809414678222685
1	0.854034086868962
1	0.896162530383015
1	0.935710024296058
1	0.972599702963881
1	1.00676816375222
1	1.03816573549377
1	1.06675666974445
1	1.09251925380624
1	1.11544584492935
1	1.13554282555561
1	1.1528304799144
1	1.16734279273018
1	1.17912717124448
1	1.18824409219134
1	1.19476667579267
1	1.19878018925523
1	1.20038148265204
1	1.19967836045583
1	1.19678889235799
1	1.19184066735197
1	1.18496999538225
1	1.17632106115832
1	1.16604503500445
1	1.1542991458602
1	1.1412457217611
1	1.12705120331309
1	1.11188513582737
1	1.09591914590233
1	1.0793259083268
1	1.06227810923272
1	1.04494741144517
1	1.02750342796385
1	1.01011270946208
1	0.992937751608304
1	0.976136027900053
1	0.959859053553574
1	0.944251485813569
1	0.92945026583811
1	0.915583807075092
1	0.902771234779824
1	0.891121681029945
1	0.880733639275706
1	0.871694382122395
1	0.864079445679319
1	0.857952183428396
1	0.85336339216717
1	0.850351012168235
1	0.84893990327204
1	0.849141698195183
1	0.850954733894152
1	0.85436406137753
1	0.859341533910478
1	0.865845973106432
1	0.873823411954975
1	0.88320741339426
1	0.893919462603778
1	0.905869430770999
1	0.918956107676078
1	0.933067800044571
1	0.948082992241263
1	0.963871065520995
1	0.980293071716648
1	0.997202556932354
1	1.0144464305231
1	1.03186587438203
1	1.04929728732509
1	1.0665732591612
1	1.08352356886485
1	1.09997620112941
1	1.11575837547281
1	1.13069758199427
1	1.14462261784147
1	1.15736461844176
1	1.16875807757993
1	1.17864185046684
1	1.1868601340392
1	1.19326341885917
1	1.19770940714335
1	1.20006389164238
1	1.20020159031473
1	1.19800693198911
1	1.19337478848825
1	1.18621114899118
1	1.17643373273954
1	1.16397253654381
1	1.14877031391669
1	1.13078298304928
1	1.10997996125131
1	1.08634442389448
1	1.05987348632834
1	1.03057830767627
1	0.998484115864025
1	0.963630153681842
1	0.926069546130749
1	0.885869089752
1	0.843108965082909
1	0.797882373820234
1	0.750295102701066
1	0.700465016528678
1	0.648521483174377
1	0.594604733773967
1	0.53886516170655
1	0.481462564292242
1	0.422565331471669
1	0.362349586032199
1	0.300998280221934
1	0.23870025384096
1	0.175649259118857
1	0.112042957876724
1	0.0480818966298582
1	-0.0160315345870118
1	-0.0800941537973765
1	-0.14390304312956
1	-0.207256603372979
1	-0.269955601093168
1	-0.331804202397131
1	-0.392610987516639
1	-0.452189940486343
1	-0.510361408335588
1	-0.566953024386375
1	-0.621800590454586
1	-0.674748912985612
1	-0.725652588418084
1	-0.774376733358619
1	-0.820797655464963
1	-0.86480346127269
1	-0.906294597559849
1	-0.945184323222609
1	-0.981399109030753
1	-1.01487896304276
1	-1.04557767988361
1	-1.07346301252219
1	-1.0985167656265
1	-1.12073481002154
1	-1.14012701822408
1	-1.1567171214779
1	-1.17054248916002
1	-1.18165383187046
1	-1.19011482995258
1	-1.19600168961518
1	-1.19940262924001
1	-1.20041729885526
1	-1.19915613613582
1	-1.19573966265241
1	-1.19029772443097
1	-1.18296868120069
1	-1.17389854900024
1	-1.16324010107682
1	-1.15115193224937
1	-1.13779749211425
1	-1.1233440926483
1	-1.10796189590896
1	-1.09182288764312
1	-1.07509984269567
1	-1.0579652881538
1	-1.04059047017487
1	-1.02314433042308
1	-1.00579249798379
1	-0.988696302534883
1	-0.972011814431428
1	-0.955888917205084
1	-0.940470417793175
1	-0.925891199595528
1	-0.912277423211341
1	-0.899745779434719
1	-0.888402798787821
1	-0.878344221546413
1	-0.869654431865923
1	-0.862405959248756
1	-0.856659050207879
1	-0.852461312579532
1	-0.849847434521875
1	-0.848838979808631
1	-0.849444260589893
1	-0.851658288348661
1	-0.85546280333395
1	-0.860826382301909
1	-0.867704623948044
1	-0.876040410968753
1	-0.885764247251542
1	-0.89679466826309
1	-0.90903872228507
1	-0.922392519741836
1	-0.936741847473992
1	-0.951962844439729
1	-0.967922734973777
1	-0.984480615403852
1	-1.00148828951848
1	-1.01879114809981
1	-1.0362290874821
1	-1.0536374618724
1	-1.07084806397559
1	-1.08769012830343
1	-1.10399135141567
1	-1.11957892324394
1	-1.13428056358378
1	-1.14792555780977
1	-1.1603457858713
1	-1.17137673866384
1	-1.18085851594088
1	-1.18863680003585
1	-1.19456379979997
1	-1.19849915933059
1	-1.20031082626406
1	-1.19987587463681
1	-1.19708127757603
1	-1.19182462536654
1	-1.18401478475094
1	-1.17357249565386
1	-1.16043090187765
1	-1.14453601269186
1	-1.12584709263235
1	-1.10433697723444
1	-1.079992312846
1	-1.05281371909839
1	-1.02281587305382
1	-0.990027514493434
1	-0.954491372259368
1	-0.916264012013874
1	-0.875415606225951
1	-0.832029627638915
1	-0.786202467908186
1	-0.738042983524836
1	-0.687671971554599
1	-0.635221578121876
1	-0.580834642951438
1	-0.524663983644768
1	-0.466871623711346
1	-0.40762796869562
1	-0.347110935036143
1	-0.285505036562668
1	-0.223000433778313
1	-0.159791951286036
1	-0.0960780689000847
1	-0.0320598921330879
1	0.0320598921330857
1	0.0960780689000847
1	0.159791951286034
1	0.223000433778311
1	0.285505036562666
1	0.347110935036143
1	0.407627968695618
1	0.466871623711344
1	0.524663983644768
1	0.580834642951436
1	0.635221578121874
1	0.687671971554597
1	0.738042983524836
1	0.786202467908184
1	0.832029627638913
1	0.875415606225951
1	0.916264012013873
1	0.954491372259367
1	0.990027514493433
1	1.02281587305382
1	1.05281371909838
1	1.079992312846
1	1.10433697723444
1	1.12584709263235
1	1.14453601269186
1	1.16043090187765
1	1.17357249565386
1	1.18401478475093
1	1.19182462536654
1	1.19708127757603
1	1.19987587463681
1	1.20031082626406
1	1.19849915933059
1	1.19456379979997
1	1.18863680003585
1	1.18085851594088
1	1.17137673866384
1	1.1603457858713
1	1.14792555780977
1	1.13428056358378
1	1.11957892324394
1	1.10399135141567
1	1.08769012830343
1	1.07084806397559
1	1.0536374618724
1	1.0362290874821
1	1.01879114809981
1	1.00148828951848
1	0.984480615403853
1	0.967922734973777
1	0.951962844439729
1	0.936741847473993
1	0.922392519741837
1	0.90903872228507
1	0.89679466826309
1	0.885764247251542
1	0.876040410968754
1	0.867704623948044
1	0.860826382301909
1	0.855462803333951
1	0.851658288348661
1	0.849444260589893
1	0.848838979808631
1	0.849847434521875
1	0.852461312579532
1	0.856659050207879
1	0.862405959248756
1	0.869654431865923
1	0.878344221546413
1	0.88840279878782
1	0.899745779434719
1	0.912277423211341
1	0.925891199595528
1	0.940470417793175
1	0.955888917205083
1	0.972011814431428
1	0.988696302534882
1	1.00579249798379
1	1.02314433042308
1	1.04059047017487
1	1.0579652881538
1	1.07509984269567
1	1.09182288764312
1	1.10796189590896
1	1.1233440926483
1	1.13779749211425
1	1.15115193224937
1	1.16324010107682
1	1.17389854900024
1	1.18296868120069
1	1.19029772443097
1	1.19573966265241
1	1.19915613613582
1	1.20041729885526
1	1.19940262924001
1	1.19600168961518
1	1.19011482995258
1	1.18165383187046
1	1.17054248916002
1	1.1567171214779
1	1.14012701822408
1	1.12073481002154
1	1.0985167656265
1	1.07346301252219
1	1.04557767988361
1	1.01487896304276
1	0.981399109030753
1	0.945184323222611
1	0.906294597559851
1	0.86480346127269
1	0.820797655464966
1	0.77437673335862
1	0.725652588418084
1	0.674748912985614
1	0.621800590454587
1	0.566953024386375
1	0.51036140833559
1	0.452189940486345
1	0.392610987516642
1	0.331804202397133
1	0.269955601093168
1	0.207256603372982
1	0.143903043129562
1	0.0800941537973765
1	0.016031534587015
1	-0.0480818966298569
1	-0.112042957876724
1	-0.175649259118855
1	-0.238700253840958
1	-0.300998280221934
1	-0.362349586032196
1	-0.422565331471668
1	-0.481462564292239
1	-0.538865161706549
1	-0.594604733773967
1	-0.648521483174374
1	-0.700465016528676
1	-0.750295102701066
1	-0.797882373820232
1	-0.843108965082908
1	-0.885869089752
1	-0.926069546130748
1	-0.963630153681841
1	-0.998484115864025
1	-1.03057830767627
1	-1.05987348632834
1	-1.08634442389448
1	-1.10997996125131
1	-1.13078298304928
1	-1.14877031391668
1	-1.16397253654381
1	-1.17643373273954
1	-1.18621114899118
1	-1.19337478848825
1	-1.19800693198911
1	-1.20020159031473
1	-1.20006389164238
1	-1.19770940714335
1	-1.19326341885917
1	-1.1868601340392
1	-1.17864185046684
1	-1.16875807757993
1	-1.15736461844176
1	-1.14462261784147
1	-1.13069758199427
1	-1.11575837547281
1	-1.09997620112941
1	-1.08352356886485
1	-1.0665732591612
1	-1.04929728732509
1	-1.03186587438203
1	-1.0144464305231
1	-0.997202556932354
1	-0.980293071716648
1	-0.963871065520996
1	-0.948082992241264
1	-0.933067800044571
1	-0.918956107676079
1	-0.905869430771
1	-0.893919462603778
1	-0.88320741339426
1	-0.873823411954975
1	-0.865845973106432
1	-0.859341533910478
1	-0.85436406137753
1	-0.850954733894152
1	-0.849141698195183
1	-0.84893990327204
1	-0.850351012168235
1	-0.85336339216717
1	-0.857952183428396
1	-0.864079445679318
1	-0.871694382122394
1	-0.880733639275706
1	-0.891121681029944
1	-0.902771234779824
1	-0.915583807075092
1	-0.929450265838109
1	-0.944251485813569
1	-0.959859053553574
1	-0.976136027900053
1	-0.992937751608304
1	-1.01011270946208
1	-1.02750342796385
1	-1.04494741144517
1	-1.06227810923272
1	-1.0793259083268
1	-1.09591914590233
1	-1.11188513582737
1	-1.12705120331309
1	-1.1412457217611
1	-1.1542991458602
1	-1.16604503500445
1	-1.17632106115832
1	-1.18496999538225
1	-1.19184066735197
1	-1.19678889235799
1	-1.19967836045582
1	-1.20038148265204
1	-1.19878018925523
1	-1.19476667579267
1	-1.18824409219134
1	-1.17912717124448
1	-1.16734279273018
1	-1.1528304799144
1	-1.13554282555561
1	-1.11544584492935
1	-1.09251925380624
1	-1.06675666974446
1	-1.03816573549377
1	-1.00676816375222
1	-0.972599702963882
1	-0.935710024296058
1	-0.896162530383016
1	-0.854034086868963
1	-0.809414678222685
1	-0.762406989727579
1	-0.713125917971335
1	-0.661698012566926
1	-0.608260852228124
1	-0.552962358696918
1	-0.495960052374232
1	-0.437420253837353
1	-0.377517235735963
1	-0.316432329841284
1	-0.254352994278335
1	-0.191471846198318
1	-0.127985665344838
1	-0.0640943741337363
1	-6.23686894568237e-16
