group	y
1	3.11843447284118e-16
1	0.0320607392449376
1	0.0641011469994392
1	0.0961009046663898
1	0.12803971942715
1	0.15989733711035
1	0.191653555036188
1	0.223288234828058
1	0.25478131518342
1	0.286112824595781
1	0.317262894019727
1	0.348211769470992
1	0.378939824553551
1	0.409427572905808
1	0.439655680557967
1	0.469604978192787
1	0.499256473301897
1	0.528591362230002
1	0.557591042099323
1	0.586237122606708
1	0.614511437685949
1	0.642396057027881
1	0.669873297450992
1	0.696925734115306
1	0.723536211572435
1	0.749687854644805
1	0.775364079127136
1	0.800548602303411
1	0.825225453272637
1	0.849378983076892
1	0.872993874625183
1	0.896055152406873
1	0.91854819198847
1	0.940458729287802
1	0.961772869619655
1	0.98247709650716
1	1.00255828025335
1	1.02200368626741
1	1.0408009831404
1	1.05893825046531
1	1.07640398639637
1	1.0931871149431
1	1.10927699299415
1	1.12466341706673
1	1.13933662977713
1	1.15328732602852
1	1.16650665891174
1	1.17898624531566
1	1.19071817124335
1	1.20169499683082
1	1.21190976106501
1	1.22135598619817
1	1.23002768185577
1	1.23791934883531
1	1.24502598259367
1	1.25134307642081
1	1.25686662429763
1	1.26159312343653
1	1.26551957650261
1	1.26864349351451
1	1.27096289342345
1	1.27247630536949
1	1.27318276961428
1	1.27308183814972
1	1.27217357498204
1	1.27045855609123
1	1.26793786906575
1	1.26461311241284
1	1.26048639454484
1	1.25556033244212
1	1.24983804999348
1	1.24332317601514
1	1.23601984194953
1	1.22793267924527
1	1.21906681642014
1	1.20942787580879
1	1.19902196999731
1	1.18785569794691
1	1.17593614080914
1	1.16327085743534
1	1.14986787958318
1	1.13573570682321
1	1.12088330114892
1	1.10532008129332
1	1.0890559167561
1	1.07210112154479
1	1.05446644763405
1	1.03616307814733
1	1.01720262026493
1	0.997597097863336
1	0.977358943890139
1	0.956500992479666
1	0.935036470814124
1	0.912978990735511
1	0.890342540113597
1	0.867141473975439
1	0.843390505402066
1	0.819104696198095
1	0.79429944734021
1	0.768990489210549
1	0.743193871621197
1	0.71692595363611
1	0.690203393196931
1	0.663043136559261
1	0.635462407546102
1	0.607478696625278
1	0.579109749817761
1	0.550373557443932
1	0.521288342714929
1	0.491872550176292
1	0.462144834011263
1	0.432124046211129
1	0.401829224620134
1	0.371279580862524
1	0.340494488159397
1	0.309493469043064
1	0.278296182976739
1	0.246922413887374
1	0.215392057619583
1	0.183725109318581
1	0.151941650750159
1	0.120061837565718
1	0.0881058865204609
1	0.0560940626528234
1	0.0240466664332915
1	-0.00801597910924798
1	-0.0400735412754705
1	-0.0721056905896994
1	-0.104092113691958
1	-0.136012526219789
1	-0.167846685671701
1	-0.199574404244052
1	-0.231175561633257
1	-0.262630117795189
1	-0.293918125653677
1	-0.325019743750054
1	-0.355915248825724
1	-0.386585048329772
1	-0.417009692843691
1	-0.447169888415325
1	-0.477046508794243
1	-0.506620607560747
1	-0.535873430140853
1	-0.564786425699594
1	-0.593341258905143
1	-0.621519821556259
1	-0.649304244065694
1	-0.6766769067923
1	-0.703620451214606
1	-0.730117790938829
1	-0.756152122534297
1	-0.781706936189434
1	-0.806766026181552
1	-0.83131350115379
1	-0.855333794192708
1	-0.878811672700128
1	-0.901732248052968
1	-0.924080985044941
1	-0.945843711104139
1	-0.96700662528064
1	-0.987556306998459
1	-1.00747972456627
1	-1.02676424344155
1	-1.0453976342428
1	-1.0633680805049
1	-1.08066418617259
1	-1.09727498282731
1	-1.11318993664294
1	-1.12839895506579
1	-1.14289239321494
1	-1.15666105999854
1	-1.1696962239424
1	-1.18198961872712
1	-1.1935334484302
1	-1.20432039246986
1	-1.21434361024746
1	-1.22359674548547
1	-1.23207393025835
1	-1.23976978871373
1	-1.24667944048152
1	-1.25279850376885
1	-1.25812309813879
1	-1.26264984697114
1	-1.26637587960376
1	-1.26929883315298
1	-1.27141685401208
1	-1.27272859902671
1	-1.27323323634672
1	-1.27293044595364
1	-1.27182041986361
1	-1.26990386200566
1	-1.26718198777529
1	-1.26365652326368
1	-1.25932970416315
1	-1.25420427434932
1	-1.24828348414111
1	-1.24157108823952
1	-1.23407134334654
1	-1.22578900546581
1	-1.21672932688647
1	-1.20689805285248
1	-1.19630141791922
1	-1.18494614199979
1	-1.17283942610356
1	-1.15998894776961
1	-1.14640285619798
1	-1.13208976708179
1	-1.11705875714358
1	-1.10131935837925
1	-1.08488155201328
1	-1.0677557621691
1	-1.04995284925854
1	-1.03148410309471
1	-1.01236123573243
1	-0.992596374041018
1	-0.97220205201395
1	-0.951191202820358
1	-0.929577150603403
1	-0.907373602030686
1	-0.884594637602101
1	-0.8612547027206
1	-0.837368598531576
1	-0.812951472536624
1	-0.788018808987677
1	-0.762586419067586
1	-0.736670430863371
1	-0.710287279138506
1	-0.68345369491073
1	-0.656186694841978
1	-0.628503570447173
1	-0.600421877128722
1	-0.571959423043663
1	-0.54313425781052
1	-0.513964661063047
1	-0.484469130858098
1	-0.454666371944985
1	-0.424575283903758
1	-0.394214949159934
1	-0.363604620883283
1	-0.332763710778314
1	-0.301711776774246
1	-0.270468510622239
1	-0.239053725407769
1	-0.207487342986045
1	-0.175789381348461
1	-0.143979941928082
1	-0.112079196852208
1	-0.0801073761501124
1	-0.0480847549240573
1	-0.0160316404917351
1	0.016031640491734
1	0.0480847549240573
1	0.0801073761501113
1	0.112079196852207
1	0.143979941928081
1	0.175789381348461
1	0.207487342986044
1	0.239053725407768
1	0.270468510622239
1	0.301711776774245
1	0.332763710778312
1	0.363604620883282
1	0.394214949159934
1	0.424575283903756
1	0.454666371944984
1	0.484469130858098
1	0.513964661063046
1	0.543134257810519
1	0.571959423043662
1	0.600421877128722
1	0.628503570447172
1	0.656186694841976
1	0.68345369491073
1	0.710287279138506
1	0.73667043086337
1	0.762586419067585
1	0.788018808987677
1	0.812951472536623
1	0.837368598531576
1	0.8612547027206
1	0.8845946376021
1	0.907373602030686
1	0.929577150603402
1	0.951191202820358
1	0.972202052013949
1	0.992596374041017
1	1.01236123573243
1	1.03148410309471
1	1.04995284925854
1	1.0677557621691
1	1.08488155201328
1	1.10131935837925
1	1.11705875714358
1	1.13208976708179
1	1.14640285619798
1	1.15998894776961
1	1.17283942610356
1	1.18494614199979
1	1.19630141791922
1	1.20689805285248
1	1.21672932688647
1	1.22578900546581
1	1.23407134334654
1	1.24157108823951
1	1.24828348414111
1	1.25420427434932
1	1.25932970416314
1	1.26365652326368
1	1.26718198777529
1	1.26990386200566
1	1.27182041986361
1	1.27293044595364
1	1.27323323634672
1	1.27272859902671
1	1.27141685401208
1	1.26929883315298
1	1.26637587960376
1	1.26264984697114
1	1.25812309813879
1	1.25279850376885
1	1.24667944048152
1	1.23976978871373
1	1.23207393025835
1	1.22359674548547
1	1.21434361024746
1	1.20432039246986
1	1.1935334484302
1	1.18198961872712
1	1.1696962239424
1	1.15666105999854
1	1.14289239321494
1	1.12839895506579
1	1.11318993664294
1	1.09727498282731
1	1.08066418617259
1	1.0633680805049
1	1.0453976342428
1	1.02676424344155
1	1.00747972456628
1	0.987556306998459
1	0.967006625280641
1	0.94584371110414
1	0.924080985044941
1	0.901732248052969
1	0.878811672700129
1	0.855333794192708
1	0.831313501153792
1	0.806766026181553
1	0.781706936189434
1	0.756152122534298
1	0.730117790938829
1	0.703620451214606
1	0.676676906792301
1	0.649304244065695
1	0.62151982155626
1	0.593341258905145
1	0.564786425699594
1	0.535873430140854
1	0.506620607560748
1	0.477046508794243
1	0.447169888415326
1	0.417009692843691
1	0.386585048329772
1	0.355915248825725
1	0.325019743750054
1	0.293918125653677
1	0.26263011779519
1	0.231175561633257
1	0.199574404244053
1	0.167846685671702
1	0.136012526219789
1	0.104092113691959
1	0.0721056905897005
1	0.0400735412754705
1	0.00801597910924968
1	-0.024046666433291
1	-0.0560940626528234
1	-0.0881058865204598
1	-0.120061837565718
1	-0.151941650750159
1	-0.18372510931858
1	-0.215392057619582
1	-0.246922413887372
1	-0.278296182976738
1	-0.309493469043064
1	-0.340494488159395
1	-0.371279580862523
1	-0.401829224620134
1	-0.432124046211128
1	-0.462144834011263
1	-0.491872550176292
1	-0.521288342714927
1	-0.550373557443932
1	-0.579109749817761
1	-0.607478696625277
1	-0.635462407546102
1	-0.663043136559259
1	-0.690203393196931
1	-0.71692595363611
1	-0.743193871621195
1	-0.768990489210548
1	-0.79429944734021
1	-0.819104696198093
1	-0.843390505402065
1	-0.867141473975439
1	-0.890342540113596
1	-0.91297899073551
1	-0.935036470814124
1	-0.956500992479666
1	-0.977358943890139
1	-0.997597097863335
1	-1.01720262026493
1	-1.03616307814733
1	-1.05446644763405
1	-1.07210112154478
1	-1.0890559167561
1	-1.10532008129332
1	-1.12088330114892
1	-1.13573570682321
1	-1.14986787958317
1	-1.16327085743534
1	-1.17593614080914
1	-1.18785569794691
1	-1.19902196999731
1	-1.20942787580878
1	-1.21906681642014
1	-1.22793267924527
1	-1.23601984194953
1	-1.24332317601514
1	-1.24983804999348
1	-1.25556033244212
1	-1.26048639454484
1	-1.26461311241284
1	-1.26793786906575
1	-1.27045855609123
1	-1.27217357498204
1	-1.27308183814972
1	-1.27318276961428
1	-1.27247630536949
1	-1.27096289342345
1	-1.26864349351451
1	-1.26551957650261
1	-1.26159312343653
1	-1.25686662429763
1	-1.25134307642081
1	-1.24502598259367
1	-1.23791934883531
1	-1.23002768185577
1	-1.22135598619817
1	-1.21190976106501
1	-1.20169499683082
1	-1.19071817124335
1	-1.17898624531566
1	-1.16650665891174
1	-1.15328732602852
1	-1.13933662977714
1	-1.12466341706673
1	-1.10927699299415
1	-1.0931871149431
1	-1.07640398639637
1	-1.05893825046531
1	-1.04080098314041
1	-1.02200368626741
1	-1.00255828025335
1	-0.982477096507161
1	-0.961772869619655
1	-0.940458729287804
1	-0.918548191988471
1	-0.896055152406873
1	-0.872993874625185
1	-0.849378983076892
1	-0.825225453272637
1	-0.800548602303412
1	-0.775364079127137
1	-0.749687854644805
1	-0.723536211572435
1	-0.696925734115306
1	-0.669873297450992
1	-0.642396057027882
1	-0.614511437685949
1	-0.58623712260671
1	-0.557591042099324
1	-0.528591362230002
1	-0.499256473301898
1	-0.469604978192788
1	-0.439655680557967
1	-0.409427572905809
1	-0.378939824553552
1	-0.348211769470992
1	-0.317262894019728
1	-0.286112824595781
1	-0.25478131518342
1	-0.223288234828059
1	-0.191653555036188
1	-0.159897337110353
1	-0.128039719427151
1	-0.0961009046663898
1	-0.0641011469994403
1	-0.0320607392449388
1	-3.11843447284118e-16
